Data Processamento,TIPO DE BENEFICIARIO,ORGAO INSTITUIDOR,CARGO DO INSTITUIDOR,total_rendimento_bruto,max_rendimento_bruto,total_rendimento_iquido,max_rendimento_liquido,min_data_inicio_pensao,quantidade
2020-04-01,Companheiro (a),Comando da Marinha,Contra-Almirante,512660.64,24893.20,388752.73,21120.37,1999-02-01,35
2020-04-01,Companheiro (a),Comando da Marinha,Grumete,876.89,876.89,777.81,777.81,2010-08-01,1
2020-04-01,Companheiro (a),Comando da Marinha,Guarda-Marinha,9070.60,9070.60,6804.68,6804.68,2016-06-01,1
2020-04-01,Companheiro (a),Comando da Marinha,"Marinheiro, Soldado Fuzileiro Naval",149546.61,5932.11,133552.89,5310.39,1954-06-01,82
2020-04-01,Companheiro (a),Comando da Marinha,Primeiro-Sargento,453159.27,10055.78,372169.52,7895.83,1999-06-01,78
2020-04-01,Companheiro (a),Comando da Marinha,Primeiro-Tenente,1821339.59,30194.79,1414119.08,23558.90,1971-12-01,189
2020-04-01,Companheiro (a),Comando da Marinha,Segundo-Sargento,1428292.31,24168.00,1195573.49,19661.11,1960-02-01,274
2020-04-01,Companheiro (a),Comando da Marinha,Segundo-Tenente,5682581.29,105174.58,4558118.99,83934.64,1970-12-01,743
2020-04-01,Companheiro (a),Comando da Marinha,Suboficial,873424.64,37753.75,710953.99,31464.52,1980-08-01,135
2020-04-01,Companheiro (a),Comando da Marinha,Terceiro-Sargento,1299931.29,36388.20,1115702.33,29880.96,1961-01-01,323
2020-04-01,Companheiro (a),Comando da Marinha,Vice-Almirante,433875.84,27396.00,316491.78,22039.48,1975-11-01,24
2020-04-01,Companheiro (a),Comando do Exército,Aspirante-a-Oficial,16694.03,8705.01,12879.57,6461.00,1997-11-01,2
2020-04-01,Companheiro (a),Comando do Exército,Cabo (engajado),479531.27,4229.47,409092.71,3637.36,1994-12-01,173
2020-04-01,Companheiro (a),Comando do Exército,Cabo (nao engajado),614.46,614.46,537.66,537.66,2016-10-01,1
2020-04-01,Companheiro (a),Comando do Exército,Capitao,1879164.03,31972.48,1408247.77,21919.75,1960-08-01,190
2020-04-01,Companheiro (a),Comando do Exército,Coronel,1487940.72,22126.44,1099984.04,18135.70,1995-08-01,126
2020-04-01,Companheiro (a),Comando do Exército,General-de-Brigada,1594816.78,47212.20,1141204.97,32659.41,1996-03-01,104
2020-04-01,Companheiro (a),Comando do Exército,General-de-Divisao,698006.64,27397.92,513257.47,22483.03,1996-07-01,53
2020-04-01,Companheiro (a),Comando do Exército,General-de-Exercito,520390.41,37542.71,378222.34,26297.22,1996-09-01,38
2020-04-01,Companheiro (a),Comando do Exército,Inválido,36468.65,12142.90,32008.66,10625.05,1996-04-01,7
2020-04-01,Companheiro (a),Comando do Exército,Major,2339350.78,29901.99,1726682.44,24843.00,1984-08-01,202
2020-04-01,Companheiro (a),Comando do Exército,Marechal,814647.11,30431.40,601461.96,25472.88,1995-07-01,43
2020-04-01,Companheiro (a),Comando do Exército,Primeiro-Sargento,632537.87,18870.60,508065.96,13369.45,1995-07-01,117
2020-04-01,Companheiro (a),Comando do Exército,Primeiro-Tenente,3013575.24,214962.85,2592835.14,370104.38,1995-02-01,319
2020-04-01,Companheiro (a),Comando do Exército,Segundo-Sargento,1632668.25,16814.25,1334755.01,11999.14,1995-07-01,346
2020-04-01,Companheiro (a),Comando do Exército,Segundo-Tenente,10745706.98,35652.40,8693643.72,26320.12,1995-02-01,1519
2020-04-01,Companheiro (a),Comando do Exército,Soldado,358251.35,8463.70,317295.64,13810.07,1995-10-01,177
2020-04-01,Companheiro (a),Comando do Exército,Soldado-Recruta,1229.08,1229.08,1057.05,1057.05,2013-05-01,1
2020-04-01,Companheiro (a),Comando do Exército,Subtenente,849627.10,11005.54,666363.60,8541.61,1995-07-01,139
2020-04-01,Companheiro (a),Comando do Exército,Taifeiro de 1ª Classe,9292.24,3324.75,7919.41,2832.04,2002-01-01,3
2020-04-01,Companheiro (a),Comando do Exército,Taifeiro de 2ª Classe,4110.60,2607.80,3568.46,2253.50,2010-10-01,2
2020-04-01,Companheiro (a),Comando do Exército,Tenente-Coronel,1782032.88,40637.02,1319104.85,28910.75,1995-02-01,146
2020-04-01,Companheiro (a),Comando do Exército,Terceiro-Sargento,2043557.53,119902.32,1816520.04,222656.76,1994-12-01,490
2020-04-01,Companheiro (a),Comando do Exército,Vários,15154.91,15154.91,11283.91,11283.91,2006-11-01,1
2020-04-01,Companheiro (a),Vários,Vários,32235.48,20246.41,25997.28,15764.49,1996-04-01,2
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Aspirante-a-Oficial,22749.65,13605.90,17402.31,10043.94,1993-12-03,2
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Brigadeiro,6123619.37,394715.20,4991869.74,701012.86,1954-09-27,240
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Cabo (engajado),1100285.67,4622.97,966116.64,4078.81,1952-06-21,310
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Capitao,6007879.28,38218.19,4566358.09,52354.04,1941-04-19,394
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Coronel,6254150.92,43376.50,4646992.72,36752.49,1951-07-27,307
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Major,7089846.63,50190.84,5257754.02,36013.38,1948-07-30,370
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Major-Brigadeiro,4900868.14,55711.92,3545770.04,47263.38,1960-12-17,204
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Marechal-do-Ar,6898472.07,62573.80,5079760.39,53399.89,1964-06-16,240
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Primeiro-Sargento,4584286.07,19927.23,3750260.57,30105.31,1947-07-18,591
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Primeiro-Tenente,26118584.68,82031.15,20085443.40,138159.84,1956-11-08,1958
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Segundo-Sargento,6017943.04,23528.09,5007017.40,37773.07,1952-11-06,874
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Segundo-Tenente,37477275.83,51463.56,28932716.96,39720.38,1957-04-16,3183
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Soldado de 1ª Classe,88844.33,3158.64,78576.76,2800.47,1945-05-24,34
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Soldado de 1ª Classe/ 2ª Classe,207428.15,2894.60,184087.61,2538.59,1974-11-25,94
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Soldado-Recruta/Soldado de 2ª Classe,1750.05,1188.49,1549.99,1060.14,2005-10-21,2
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Suboficial,9937264.20,50277.32,7826817.30,53080.82,1956-12-12,1077
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Taifeiro de 1ª Classe,81500.14,3720.00,72357.30,3308.21,1973-03-04,30
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Taifeiro de 2ª Classe,50219.97,3571.92,44588.92,3180.50,1961-06-03,18
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Taifeiro-Mor,41361.12,4124.39,36709.55,3667.62,1976-06-13,14
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Tenente-Brigadeiro-do-Ar,4255610.99,40680.18,3115437.80,40967.31,1969-10-22,158
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Tenente-Coronel,7350536.63,115908.89,5493491.83,186931.49,1952-04-17,373
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Terceiro-Sargento,4272055.89,18704.25,3621485.84,19831.10,1948-08-21,796
2020-04-01,Cônjuge / Viúva (o),Comando da Aeronáutica,Vários,746758.65,68603.10,561909.62,56089.13,1951-03-13,25
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Almirante,5268888.79,84241.38,3897411.67,87637.26,1967-12-01,196
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Almirante-de-Esquadra,5114299.29,85539.79,3759644.45,66063.78,1983-08-01,204
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Cabo (engajado),5352802.47,20960.82,4709974.87,17426.47,1959-03-01,1520
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Capitao-de-Corveta,3597805.42,22556.98,2679412.66,20008.05,1960-05-01,209
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Capitao-de-Fragata,4370721.73,135406.15,3286335.63,108744.44,1966-03-01,219
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Capitao-de-Mar-e-Guerra,5069294.98,67083.78,3776628.11,51576.77,1966-02-01,263
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Capitao-Tenente,3159255.10,65418.54,2390402.96,51652.78,1957-10-01,222
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Contra-Almirante,5012743.35,72818.38,3657040.04,54010.03,1957-08-01,230
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Grumete,6673.75,1753.80,5955.68,1555.63,1999-08-01,5
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Guarda-Marinha,37453.20,10241.40,29336.95,8164.74,1973-09-01,4
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Inválido,1306.39,1306.39,1158.78,1158.78,2015-08-01,1
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,"Marinheiro-Recruta, Soldado-Recruta",1908.06,1272.04,1707.73,1143.57,2006-05-01,2
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,"Marinheiro, Soldado Fuzileiro Naval",1325723.47,19358.24,1181036.70,17695.19,1954-01-01,574
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Primeiro-Sargento,7240714.54,54384.29,5862054.02,44224.45,1958-02-01,866
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Primeiro-Tenente,26569723.74,97972.17,20511515.53,80317.22,1957-03-01,2069
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Segundo-Sargento,14778363.45,94331.26,12290569.32,96448.63,1948-03-01,2101
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Segundo-Tenente,62233124.84,94098.31,49042600.26,76354.83,1948-12-01,5900
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Suboficial,10983377.56,57991.84,8697149.38,46145.25,1956-01-01,1140
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Terceiro-Sargento,12639436.82,34282.36,10819020.05,27362.80,1935-10-01,2339
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Vários,848306.82,39556.85,665650.15,28466.50,1961-12-01,37
2020-04-01,Cônjuge / Viúva (o),Comando da Marinha,Vice-Almirante,5977391.97,86166.14,4418631.09,66169.27,1972-04-01,258
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Aspirante-a-Oficial,267975.41,13533.07,216411.51,11841.48,1995-09-01,27
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Cabo (engajado),3101042.44,7792.92,2671867.04,9768.83,1960-09-01,911
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Capitao,22551035.18,63579.60,16705427.98,44394.64,1960-08-01,1590
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Coronel,25509277.16,200275.70,18939841.02,326893.25,1982-01-01,1335
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,General-de-Brigada,24389987.67,79959.44,17684844.06,136623.41,1967-09-01,1162
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,General-de-Divisao,15741451.77,36284.44,11404076.04,30422.39,1994-12-01,701
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,General-de-Exercito,14245165.02,38177.00,10183093.10,25196.33,1995-02-01,593
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Inválido,642770.05,12697.30,563707.62,11491.06,1977-03-01,86
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Major,31628150.60,80780.04,22985743.51,56006.94,1994-12-01,1790
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Marechal,19556481.52,38312.90,14205285.11,33286.16,1960-08-01,762
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Primeiro-Sargento,7424035.73,34000.17,5925312.19,24560.28,1960-08-01,948
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Primeiro-Tenente,35795841.66,56395.80,27030491.67,87821.88,1960-08-01,2900
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Segundo-Sargento,16330448.89,30146.40,13374676.99,38343.21,1960-08-01,2559
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Segundo-Tenente,119666964.48,531431.51,97025736.41,1038499.82,1960-08-01,12808
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Soldado,1512970.73,8463.70,1311881.60,6422.61,1967-05-01,690
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Soldado-Recruta,6123.04,1228.92,5321.02,1075.32,1996-03-01,5
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Subtenente,8496412.41,35668.63,6650034.76,25088.41,1974-06-01,946
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Taifeiro de 1ª Classe,32225.42,3510.75,27482.58,3019.25,1995-07-01,10
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Taifeiro de 2ª Classe,14741.50,3094.16,12634.77,2661.39,1995-07-01,5
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Tenente-Coronel,26578475.98,74217.60,19226998.25,45329.78,1960-08-01,1463
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Terceiro-Sargento,15528657.48,23715.50,13032738.56,26941.18,1960-08-01,3080
2020-04-01,Cônjuge / Viúva (o),Comando do Exército,Vários,736464.25,53276.38,550594.28,29037.20,1995-02-01,33
2020-04-01,Cônjuge / Viúva (o),Vários,Capitao,31155.05,31155.05,27471.85,27471.85,1954-07-02,1
2020-04-01,Cônjuge / Viúva (o),Vários,Primeiro-Tenente,20468.74,20468.74,15892.58,15892.58,1995-12-01,1
2020-04-01,Cônjuge / Viúva (o),Vários,Segundo-Sargento,21925.62,13272.68,18034.20,10795.81,1980-06-09,2
2020-04-01,Cônjuge / Viúva (o),Vários,Segundo-Tenente,23144.10,23144.10,17837.22,17837.22,1996-04-01,1
2020-04-01,Cônjuge / Viúva (o),Vários,Terceiro-Sargento,11934.00,11934.00,10304.95,10304.95,1987-01-01,1
2020-04-01,Cônjuge / Viúva (o),Vários,Vários,531450.38,51759.58,414817.95,45695.42,1948-09-22,19
2020-04-01,Ex-combatente (o próprio),Comando da Aeronáutica,Segundo-Tenente,162037.19,10111.50,142454.48,8166.38,1988-10-05,18
2020-04-01,Ex-combatente (o próprio),Comando da Marinha,Segundo-Sargento,5533.20,5533.20,4896.82,4896.82,2011-08-01,1
2020-04-01,Ex-combatente (o próprio),Comando da Marinha,Segundo-Tenente,1310225.70,8913.10,1101874.65,8066.36,1967-07-01,147
2020-04-01,Ex-combatente (o próprio),Comando do Exército,Inválido,686308.70,8913.10,591282.28,8066.36,1996-02-01,77
2020-04-01,Ex-combatente (o próprio),Comando do Exército,Segundo-Tenente,3874754.28,35652.40,3287995.63,26320.12,1995-02-01,430
2020-04-01,Filha,Comando da Aeronáutica,Aspirante-a-Oficial,103425.36,11704.00,81842.23,9072.25,1944-09-29,13
2020-04-01,Filha,Comando da Aeronáutica,Brigadeiro,5023473.56,43368.58,3845961.17,58069.83,1960-07-18,377
2020-04-01,Filha,Comando da Aeronáutica,Cabo (engajado),1159171.63,12373.17,1039673.97,9589.88,1955-08-03,718
2020-04-01,Filha,Comando da Aeronáutica,Capitao,6139507.86,42829.72,4967367.61,77253.04,1945-01-31,681
2020-04-01,Filha,Comando da Aeronáutica,Coronel,5369861.35,54279.50,4210083.17,72946.19,1948-09-22,442
2020-04-01,Filha,Comando da Aeronáutica,Major,6843909.51,147248.64,5392974.85,172028.31,1938-08-18,589
2020-04-01,Filha,Comando da Aeronáutica,Major-Brigadeiro,4618627.40,93976.20,3602449.81,124818.10,1960-10-07,329
2020-04-01,Filha,Comando da Aeronáutica,Marechal-do-Ar,9042920.41,195339.51,6868221.75,276159.36,1957-05-13,476
2020-04-01,Filha,Comando da Aeronáutica,Primeiro-Sargento,5245856.94,109983.38,4737127.89,214267.48,1946-11-01,1459
2020-04-01,Filha,Comando da Aeronáutica,Primeiro-Tenente,31482184.90,632204.65,26460085.40,1145966.75,1942-08-18,4435
2020-04-01,Filha,Comando da Aeronáutica,Segundo-Sargento,6877484.68,70221.92,6140306.19,132784.23,1941-10-25,2070
2020-04-01,Filha,Comando da Aeronáutica,Segundo-Tenente,28776483.63,475189.27,24073636.23,854838.32,1942-06-02,4938
2020-04-01,Filha,Comando da Aeronáutica,Soldado de 1ª Classe,51188.19,3158.64,45767.67,2858.57,1964-06-25,20
2020-04-01,Filha,Comando da Aeronáutica,Soldado de 1ª Classe/ 2ª Classe,337910.67,5648.00,304088.81,4792.96,1948-11-06,303
2020-04-01,Filha,Comando da Aeronáutica,Soldado-Recruta/Soldado de 2ª Classe,979.28,583.12,886.26,527.73,2005-10-21,2
2020-04-01,Filha,Comando da Aeronáutica,Suboficial,9012277.64,75261.81,7625765.96,57463.01,1942-12-17,2185
2020-04-01,Filha,Comando da Aeronáutica,Taifeiro de 1ª Classe,134443.41,4818.99,133183.76,9004.97,1952-08-26,97
2020-04-01,Filha,Comando da Aeronáutica,Taifeiro de 2ª Classe,72014.85,3624.40,64538.94,3280.09,1953-10-20,42
2020-04-01,Filha,Comando da Aeronáutica,Taifeiro-Mor,172475.18,4308.28,154803.76,3788.82,1953-07-29,121
2020-04-01,Filha,Comando da Aeronáutica,Tenente-Brigadeiro-do-Ar,3820839.68,104783.86,2933266.90,188830.37,1962-06-20,225
2020-04-01,Filha,Comando da Aeronáutica,Tenente-Coronel,5635458.07,43029.00,4338609.32,39428.97,1943-07-30,466
2020-04-01,Filha,Comando da Aeronáutica,Terceiro-Sargento,4396490.13,63401.25,3922754.17,90307.81,1943-11-23,1639
2020-04-01,Filha,Comando da Aeronáutica,Vários,670874.52,162117.80,657842.56,264492.88,1962-10-29,41
2020-04-01,Filha,Comando da Marinha,Almirante,11395706.73,121990.68,8544239.71,98624.74,1962-12-01,624
2020-04-01,Filha,Comando da Marinha,Almirante-de-Esquadra,3058412.79,42179.17,2300687.27,32669.29,1946-03-01,203
2020-04-01,Filha,Comando da Marinha,Cabo (engajado),3992161.76,24376.03,3554613.11,19618.82,1951-08-01,2406
2020-04-01,Filha,Comando da Marinha,Capitao-de-Corveta,5708854.32,102391.81,4447349.06,78638.06,1952-08-01,493
2020-04-01,Filha,Comando da Marinha,Capitao-de-Fragata,4018293.69,22500.00,3119629.97,19446.19,1951-04-01,361
2020-04-01,Filha,Comando da Marinha,Capitao-de-Mar-e-Guerra,6166264.26,81234.00,4719207.20,63801.38,1940-05-01,518
2020-04-01,Filha,Comando da Marinha,Capitao-Tenente,7846134.62,105011.31,6302909.34,85805.12,1934-06-01,891
2020-04-01,Filha,Comando da Marinha,Contra-Almirante,4557280.82,26355.70,3445354.00,22748.35,1951-11-01,341
2020-04-01,Filha,Comando da Marinha,Grumete,4598.14,1623.45,4161.39,1469.23,1965-04-01,8
2020-04-01,Filha,Comando da Marinha,Guarda-Marinha,33185.66,9070.60,27290.92,6895.65,1970-07-01,7
2020-04-01,Filha,Comando da Marinha,Inválido,44449.31,14473.77,35654.79,11008.98,1977-12-01,5
2020-04-01,Filha,Comando da Marinha,"Marinheiro-Recruta, Soldado-Recruta",1908.06,1272.04,1726.80,1151.20,2010-06-01,2
2020-04-01,Filha,Comando da Marinha,"Marinheiro, Soldado Fuzileiro Naval",1363530.68,10253.75,1233427.49,9517.27,1936-09-01,1151
2020-04-01,Filha,Comando da Marinha,Primeiro-Sargento,6159127.03,118917.13,5200451.76,127262.44,1929-01-01,1519
2020-04-01,Filha,Comando da Marinha,Primeiro-Tenente,41373088.84,109095.09,33645270.68,86121.81,1938-04-01,6026
2020-04-01,Filha,Comando da Marinha,Segundo-Sargento,29165217.65,111984.09,25364567.77,91529.93,1938-11-01,9113
2020-04-01,Filha,Comando da Marinha,Segundo-Tenente,32653402.04,85355.27,26675950.21,69347.17,1936-07-01,5745
2020-04-01,Filha,Comando da Marinha,Suboficial,9229210.14,34807.81,7672916.77,27896.55,1930-09-01,1971
2020-04-01,Filha,Comando da Marinha,Terceiro-Sargento,8929215.88,42544.01,7774827.02,34947.85,1934-02-01,3525
2020-04-01,Filha,Comando da Marinha,Vários,218527.94,38095.50,170989.49,27498.50,1964-01-01,12
2020-04-01,Filha,Comando da Marinha,Vice-Almirante,4835038.68,85202.84,3642227.97,65277.12,1963-01-01,342
2020-04-01,Filha,Comando do Exército,Aspirante-a-Oficial,403486.11,12435.50,325149.49,10508.01,1995-09-01,63
2020-04-01,Filha,Comando do Exército,Cabo (engajado),2917075.13,24187.20,2477225.06,42924.05,1983-12-01,1838
2020-04-01,Filha,Comando do Exército,Capitao,33821360.47,131060.07,26073788.29,219080.88,1960-08-01,4425
2020-04-01,Filha,Comando do Exército,Coronel,30066136.91,195576.08,22068620.19,325010.03,1989-04-01,2841
2020-04-01,Filha,Comando do Exército,General-de-Brigada,28590820.69,72691.40,20617673.25,49372.16,1968-08-01,2384
2020-04-01,Filha,Comando do Exército,General-de-Divisao,16667386.19,61009.20,11856825.22,53618.00,1960-08-01,1187
2020-04-01,Filha,Comando do Exército,General-de-Exercito,17158818.39,98607.72,12145475.81,69532.44,1962-08-01,1133
2020-04-01,Filha,Comando do Exército,Inválido,1002438.19,26156.64,981167.57,49929.32,1995-01-01,276
2020-04-01,Filha,Comando do Exército,Major,45756681.93,105975.03,33848647.71,165614.13,1960-08-01,4887
2020-04-01,Filha,Comando do Exército,Marechal,47047381.08,102474.28,33364779.87,71291.59,1960-08-01,2839
2020-04-01,Filha,Comando do Exército,Primeiro-Sargento,10519821.57,21630.44,8521893.77,29500.46,1960-07-01,2687
