Data Processamento,TIPO DE BENEFICIARIO,ORGAO INSTITUIDOR,CARGO DO INSTITUIDOR,total_rendimento_bruto,max_rendimento_bruto,total_rendimento_iquido,max_rendimento_liquido,min_data_inicio_pensao,quantidade
2020-03-01,Não informado,Comando da Aeronáutica,Segundo-Tenente,40108.95,8913.10,36234.14,8476.07,1993-12-03,5
2020-03-01,Neto (a),Comando da Marinha,Almirante,30052.70,30052.70,23050.13,23050.13,1988-04-01,1
2020-03-01,Neto (a),Comando da Marinha,Cabo (engajado),3861.69,3861.69,3669.10,3669.10,2014-11-01,1
2020-03-01,Neto (a),Comando da Marinha,Primeiro-Tenente,27290.92,13934.05,27193.54,13934.05,1957-10-01,4
2020-03-01,Neto (a),Comando da Marinha,Segundo-Sargento,13499.10,7965.90,11718.34,6765.13,2009-11-01,2
2020-03-01,Neto (a),Comando da Marinha,Segundo-Tenente,43278.25,12781.48,36091.89,10302.90,1984-01-01,5
2020-03-01,Neto (a),Comando do Exército,Cabo (engajado),453.14,453.14,414.63,414.63,2003-08-01,1
2020-03-01,Neto (a),Comando do Exército,Capitao,51589.90,16260.30,41114.87,14915.87,1995-09-01,4
2020-03-01,Neto (a),Comando do Exército,Coronel,34523.67,20039.25,25797.03,14795.47,1998-12-01,2
2020-03-01,Neto (a),Comando do Exército,General-de-Brigada,86888.73,23855.90,63574.48,17348.09,1996-09-01,6
2020-03-01,Neto (a),Comando do Exército,General-de-Divisao,109300.08,25565.76,93198.80,23584.42,1996-09-01,6
2020-03-01,Neto (a),Comando do Exército,General-de-Exercito,26268.45,26268.45,18961.63,18961.63,2007-01-01,1
2020-03-01,Neto (a),Comando do Exército,Inválido,17320.00,17320.00,13760.67,13760.67,2003-01-01,1
2020-03-01,Neto (a),Comando do Exército,Major,94284.96,20180.16,77534.25,18616.21,1996-09-01,6
2020-03-01,Neto (a),Comando do Exército,Marechal,52893.10,27218.20,37115.88,19073.24,1997-12-01,2
2020-03-01,Neto (a),Comando do Exército,Primeiro-Sargento,41999.78,8772.80,34522.73,7076.97,1995-07-01,6
2020-03-01,Neto (a),Comando do Exército,Primeiro-Tenente,106545.96,14098.95,87259.44,13006.29,1996-08-01,11
2020-03-01,Neto (a),Comando do Exército,Segundo-Sargento,22347.94,7155.32,20393.51,6222.89,1995-12-01,8
2020-03-01,Neto (a),Comando do Exército,Segundo-Tenente,145338.18,12733.00,130763.34,19963.70,1997-10-01,23
2020-03-01,Neto (a),Comando do Exército,Soldado,2241.55,2241.55,2067.84,2067.84,2002-10-01,1
2020-03-01,Neto (a),Comando do Exército,Subtenente,9685.33,9685.33,7870.64,7870.64,1996-08-01,1
2020-03-01,Neto (a),Comando do Exército,Tenente-Coronel,2390.62,2390.62,2166.18,2166.18,2011-12-01,1
2020-03-01,Neto (a),Comando do Exército,Terceiro-Sargento,39973.56,6387.75,34745.90,5141.58,1995-09-01,13
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando da Marinha,Inválido,37970.53,9509.50,36804.66,8287.35,1987-01-01,18
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando da Marinha,"Marinheiro, Soldado Fuzileiro Naval",398.89,398.89,398.89,398.89,2001-01-01,1
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,Aspirante-a-Oficial,5705.69,5705.69,4685.40,4685.40,2018-04-01,1
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,Cabo (engajado),115826.69,21046.36,136268.84,38323.43,1995-07-01,36
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,Capitao,1324553.00,17265.15,1063999.07,14460.26,1968-10-01,131
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,Coronel,1070023.88,21453.93,848492.50,19069.36,1995-12-01,88
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,General-de-Brigada,1796261.32,73659.81,1390255.58,53910.79,1995-07-01,118
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,General-de-Divisao,1164884.22,27081.24,890846.42,23227.08,1960-08-01,72
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,General-de-Exercito,849218.89,30591.92,656959.32,23789.11,1995-02-01,49
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,Inválido,111787.14,8913.10,107166.02,8891.40,1996-04-01,56
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,Major,1850128.95,28939.68,1441575.89,22042.03,1960-07-01,150
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,Marechal,787299.17,30431.40,608621.91,24650.45,1995-12-01,46
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,Primeiro-Sargento,408553.47,9375.93,348143.13,7627.19,1994-12-01,73
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,Primeiro-Tenente,2232671.70,15747.95,1808004.11,13202.31,1995-02-01,253
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,Segundo-Sargento,1034964.12,11233.35,909465.21,9143.51,1995-04-01,227
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,Segundo-Tenente,4796717.81,17931.03,4054945.44,14010.01,1994-12-01,664
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,Soldado,74519.77,4770.00,68434.99,4327.61,1995-10-01,43
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,Soldado-Recruta,913.60,913.60,842.81,842.81,2018-11-01,1
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,Subtenente,637278.47,20943.76,532397.87,15853.11,1995-12-01,93
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,Tenente-Coronel,1388872.86,62427.78,1141447.61,94906.83,1995-05-01,121
2020-03-01,Outros (Pessoas sem Vínculo Militar),Comando do Exército,Terceiro-Sargento,762350.70,6234.75,680266.77,5494.65,1974-02-01,227
2020-03-01,Pai,Comando da Aeronáutica,Aluno Escola Formacao Sargentos,1390.84,1390.84,1304.57,1304.57,2007-10-21,1
2020-03-01,Pai,Comando da Aeronáutica,Cabo (engajado),11007.13,3809.15,10294.87,3543.39,1995-02-01,3
2020-03-01,Pai,Comando da Aeronáutica,Capitao,20921.50,13154.40,17013.10,10338.31,1993-12-03,2
2020-03-01,Pai,Comando da Aeronáutica,Major,10061.10,10061.10,8234.78,8234.78,1999-04-07,1
2020-03-01,Pai,Comando da Aeronáutica,Primeiro-Sargento,8334.16,8334.16,7060.41,7060.41,1997-06-28,1
2020-03-01,Pai,Comando da Aeronáutica,Segundo-Sargento,9760.05,6592.50,8821.94,5856.79,1991-11-29,2
2020-03-01,Pai,Comando da Aeronáutica,Segundo-Tenente,27600.65,11309.90,22897.84,9084.00,1993-11-15,3
2020-03-01,Pai,Comando da Aeronáutica,Soldado de 1ª Classe/ 2ª Classe,10611.58,2294.50,9983.20,2182.00,2002-03-29,6
2020-03-01,Pai,Comando da Aeronáutica,Suboficial,5336.18,5336.18,4894.80,4894.80,2010-02-05,1
2020-03-01,Pai,Comando da Aeronáutica,Terceiro-Sargento,22527.72,2773.12,21058.89,2596.36,1986-08-28,9
2020-03-01,Pai,Comando da Marinha,Cabo (engajado),9050.01,3730.34,9050.01,3730.34,2003-07-01,3
2020-03-01,Pai,Comando da Marinha,Capitao-de-Corveta,14340.48,7170.24,12322.90,6161.45,1968-06-01,2
2020-03-01,Pai,Comando da Marinha,Capitao-Tenente,29597.40,15894.90,24630.65,13124.39,2010-10-01,2
2020-03-01,Pai,Comando da Marinha,Guarda-Marinha,4388.99,4388.99,4084.51,4084.51,2010-04-01,1
2020-03-01,Pai,Comando da Marinha,"Marinheiro, Soldado Fuzileiro Naval",13766.98,2294.50,13766.98,2294.50,1983-02-01,7
2020-03-01,Pai,Comando da Marinha,Primeiro-Tenente,42005.91,12037.70,38430.75,12037.70,1984-03-01,4
2020-03-01,Pai,Comando da Marinha,Segundo-Sargento,7011.90,7011.90,6568.18,6568.18,1990-01-01,1
2020-03-01,Pai,Comando da Marinha,Segundo-Tenente,59627.60,12283.60,56571.26,12283.60,1963-03-01,6
2020-03-01,Pai,Comando da Marinha,Terceiro-Sargento,51419.78,5842.15,50654.18,5647.85,1987-01-01,14
2020-03-01,Pai,Comando do Exército,Aspirante-a-Oficial,4352.42,4352.42,3747.85,3747.85,2013-09-01,1
2020-03-01,Pai,Comando do Exército,Cabo (engajado),63730.83,3879.11,58836.78,3578.49,1995-06-01,27
2020-03-01,Pai,Comando do Exército,Capitao,20280.87,13154.40,18294.18,12134.94,2001-07-01,2
2020-03-01,Pai,Comando do Exército,Inválido,11007.83,6986.00,10479.64,6457.81,2004-09-01,6
2020-03-01,Pai,Comando do Exército,Primeiro-Sargento,8005.18,8005.18,6746.93,6746.93,1996-05-01,1
2020-03-01,Pai,Comando do Exército,Primeiro-Tenente,33680.81,11543.00,27843.12,9113.06,1995-07-01,4
2020-03-01,Pai,Comando do Exército,Segundo-Sargento,35703.45,6296.40,32488.95,5566.07,1998-07-01,10
2020-03-01,Pai,Comando do Exército,Segundo-Tenente,63028.35,12283.60,55050.29,11331.63,1999-06-01,9
2020-03-01,Pai,Comando do Exército,Soldado,71407.68,2908.26,65888.60,2682.88,1995-11-01,51
2020-03-01,Pai,Comando do Exército,Soldado-Recruta,680.01,477.00,664.28,477.00,2018-09-01,2
2020-03-01,Pai,Comando do Exército,Tenente-Coronel,17662.50,17662.50,13205.87,13205.87,2013-08-01,1
2020-03-01,Pai,Comando do Exército,Terceiro-Sargento,226566.14,7459.20,206268.53,6192.05,1995-02-01,72
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Aeronáutica,Primeiro-Tenente,17942.12,13274.45,16903.37,12623.57,1982-01-31,3
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,Almirante,98827.65,54997.60,83700.39,42705.87,1969-11-01,3
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,Almirante-de-Esquadra,100167.28,29721.86,85626.26,27211.42,1967-07-01,5
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,Cabo (engajado),35709.46,11295.54,33831.68,10269.66,1990-08-01,12
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,Capitao-de-Corveta,662580.18,21259.96,660767.93,20877.29,1984-10-01,62
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,Capitao-de-Fragata,63073.88,21937.50,55035.54,21542.63,1984-07-01,4
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,Capitao-de-Mar-e-Guerra,172427.38,44397.72,140267.46,33347.68,1980-10-01,9
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,Capitao-Tenente,29232.00,15164.10,23837.36,12585.01,1991-04-01,2
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,Contra-Almirante,106781.45,25354.70,97584.41,24898.32,2012-07-01,6
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,Inválido,15080.18,4000.00,27040.11,8000.00,2018-04-01,5
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,"Marinheiro, Soldado Fuzileiro Naval",7926.87,2824.00,7853.30,2824.00,1966-06-01,4
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,Primeiro-Sargento,65687.60,11625.45,62510.09,11957.46,1980-07-01,11
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,Primeiro-Tenente,127971.99,21917.95,120963.54,28505.85,1971-01-01,15
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,Segundo-Sargento,221470.08,63791.44,204303.57,51589.19,1969-07-01,38
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,Segundo-Tenente,2053805.12,20777.60,2025393.95,28440.51,1987-01-01,295
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,Suboficial,100811.97,10363.92,91066.05,9685.33,1979-03-01,13
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,Terceiro-Sargento,67156.20,6234.75,63734.04,6043.50,1976-09-01,18
2020-03-01,Pessoa designada (Beneficiário instituído),Comando da Marinha,Vice-Almirante,67432.92,24920.16,57037.07,23203.64,1977-07-01,3
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Brigadeiro,539102.11,142158.46,507334.52,198350.74,1993-12-03,29
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Cabo (engajado),45610.42,4544.71,42373.58,4228.69,1997-08-19,21
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Capitao,242034.88,17666.95,189211.09,13406.95,1994-01-04,21
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Coronel,539451.62,22518.27,439000.25,18675.14,1995-03-26,41
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Major,450237.64,25608.88,353496.96,20384.37,1991-03-01,29
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Major-Brigadeiro,796958.40,28793.76,611985.08,25071.56,1993-12-03,44
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Marechal-do-Ar,231555.09,30333.30,182211.93,28451.66,2000-09-08,12
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Primeiro-Sargento,210865.93,10143.55,186815.00,9514.33,1987-04-07,39
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Primeiro-Tenente,1638658.88,75153.21,1401749.55,111986.18,1983-02-09,168
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Segundo-Sargento,415949.94,8299.80,371764.36,7089.19,1993-12-03,84
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Segundo-Tenente,2609616.54,21731.62,2182630.65,22357.67,1983-04-06,311
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Soldado de 1ª Classe/ 2ª Classe,4973.21,2026.21,4664.74,1900.53,1997-12-19,3
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Suboficial,856055.07,11227.58,729745.97,9028.01,1990-06-14,124
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Taifeiro de 1ª Classe,8043.45,3592.35,7543.57,3369.51,1993-12-03,3
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Taifeiro de 2ª Classe,1558.05,1558.05,1461.41,1461.41,1993-12-03,1
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Taifeiro-Mor,4058.48,4058.48,3805.90,3805.90,2001-10-04,1
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Tenente-Brigadeiro-do-Ar,297104.71,29770.91,235642.25,26508.68,2000-03-13,16
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Tenente-Coronel,585599.80,22864.50,455890.94,17213.90,1993-12-03,42
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Aeronáutica,Terceiro-Sargento,214259.31,6387.75,193803.24,5707.95,1985-10-20,55
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Almirante,98035.95,28371.00,84959.39,22391.04,2010-04-01,5
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Almirante-de-Esquadra,167455.31,26807.42,146172.29,26807.42,1995-08-01,10
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Cabo (engajado),250853.53,4308.28,246542.87,4214.39,1980-08-01,88
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Capitao-de-Corveta,225709.33,40622.40,194868.57,33298.85,1993-08-01,19
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Capitao-de-Fragata,292841.01,20908.80,252520.76,20532.45,1981-05-01,21
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Capitao-de-Mar-e-Guerra,309647.94,20611.80,265929.41,19528.95,1972-10-01,25
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Capitao-Tenente,102447.55,12428.29,93614.41,12042.99,1977-06-01,13
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Contra-Almirante,297796.10,24305.50,257472.37,19382.07,1976-07-01,21
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Grumete,734.59,734.59,718.81,718.81,2008-07-01,1
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Inválido,4180.00,3135.00,4180.00,3135.00,1992-12-01,2
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,"Marinheiro, Soldado Fuzileiro Naval",32530.99,3023.82,32276.80,2969.40,1966-12-01,19
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Primeiro-Sargento,296674.41,9866.78,277271.24,8992.12,1982-11-01,52
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Primeiro-Tenente,1082584.22,15335.70,959831.37,13604.25,1967-04-01,126
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Segundo-Sargento,747712.19,111098.74,697383.36,90810.45,1982-04-01,128
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Segundo-Tenente,2286187.04,52214.66,2082026.56,44138.97,1968-02-01,329
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Suboficial,520065.86,10575.72,476183.77,9220.31,1976-11-01,79
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Terceiro-Sargento,444702.38,6526.03,428682.06,6184.43,1980-11-01,113
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Vários,14918.40,14918.40,12514.67,12514.67,2005-01-01,1
2020-03-01,"Pessoa desquitada, separada judicialmente, divorciada do instituidor ou ex-convivente",Comando da Marinha,Vice-Almirante,375574.09,25918.08,322090.52,20575.57,1985-07-01,24
2020-03-01,Vários,Comando da Aeronáutica,Marechal-do-Ar,40128.86,40128.86,37157.00,37157.00,2006-05-10,1
2020-03-01,Vários,Comando da Aeronáutica,Primeiro-Sargento,11091.48,11091.48,9718.05,9718.05,1983-10-19,1
2020-03-01,Vários,Comando da Aeronáutica,Primeiro-Tenente,183833.37,27043.60,155526.89,25724.48,1990-07-25,10
2020-03-01,Vários,Comando da Aeronáutica,Segundo-Tenente,139402.55,26589.50,120955.60,25282.23,1983-07-23,8
2020-03-01,Vários,Comando da Aeronáutica,Suboficial,11951.59,11951.59,10288.08,10288.08,1987-11-30,1
2020-03-01,Vários,Comando da Aeronáutica,Tenente-Brigadeiro-do-Ar,58135.78,58135.78,30283.38,30283.38,2003-09-25,1
2020-03-01,Vários,Comando da Aeronáutica,Terceiro-Sargento,7772.67,7772.67,7225.50,7225.50,1988-06-02,1
2020-03-01,Vários,Comando da Aeronáutica,Vários,2573605.42,61484.85,2018899.68,37315.28,1957-05-06,111
2020-03-01,Vários,Comando da Marinha,Almirante,79972.01,42863.69,67567.39,36582.63,1990-10-01,2
2020-03-01,Vários,Comando da Marinha,Primeiro-Tenente,298281.86,28280.35,261759.68,27994.67,1960-05-01,15
2020-03-01,Vários,Comando da Marinha,Segundo-Sargento,78590.86,15407.10,73181.94,15148.43,1968-07-01,7
2020-03-01,Vários,Comando da Marinha,Segundo-Tenente,207315.57,25316.20,192352.78,25095.10,1945-07-01,12
2020-03-01,Vários,Comando da Marinha,Suboficial,67211.25,20604.46,60160.24,17483.09,1971-11-01,4
2020-03-01,Vários,Comando da Marinha,Terceiro-Sargento,78969.02,12087.00,73851.60,11239.95,1953-04-01,8
2020-03-01,Vários,Comando da Marinha,Vários,4369386.84,206059.57,3767472.79,160985.56,1942-08-01,239
2020-03-01,Vários,Comando do Exército,Cabo (engajado),3986.46,3986.46,3662.05,3662.05,1997-04-01,1
2020-03-01,Vários,Comando do Exército,Capitao,170101.62,31333.21,146395.54,28629.33,1995-07-01,8
2020-03-01,Vários,Comando do Exército,Coronel,163335.84,43279.62,120321.24,29090.28,1995-09-01,5
2020-03-01,Vários,Comando do Exército,General-de-Brigada,91176.35,34596.66,74689.02,31822.67,2000-12-01,3
2020-03-01,Vários,Comando do Exército,General-de-Divisao,83005.78,47257.92,55067.59,28368.33,1997-02-01,2
2020-03-01,Vários,Comando do Exército,General-de-Exercito,75071.46,39822.36,55331.99,29024.99,1997-12-01,2
2020-03-01,Vários,Comando do Exército,Major,98254.28,41039.88,72624.83,28754.39,1996-08-01,3
2020-03-01,Vários,Comando do Exército,Marechal,1627985.97,94416.74,1208402.87,128147.36,1960-08-01,33
2020-03-01,Vários,Comando do Exército,Primeiro-Sargento,11642.37,11642.37,9995.39,9995.39,1995-07-01,1
2020-03-01,Vários,Comando do Exército,Primeiro-Tenente,380463.59,27950.71,308639.26,25989.86,1995-06-01,20
2020-03-01,Vários,Comando do Exército,Segundo-Sargento,39468.98,15455.44,34769.12,13361.88,1996-09-01,4
2020-03-01,Vários,Comando do Exército,Segundo-Tenente,272031.21,25166.88,229856.41,23307.50,1995-07-01,16
2020-03-01,Vários,Comando do Exército,Subtenente,10790.76,10790.76,8816.30,8816.30,2004-05-01,1
2020-03-01,Vários,Comando do Exército,Tenente-Coronel,66272.86,39262.66,50098.44,29298.92,1998-07-01,2
2020-03-01,Vários,Comando do Exército,Terceiro-Sargento,79598.86,10901.41,72321.40,9985.13,1995-07-01,11
2020-03-01,Vários,Comando do Exército,Vários,16636552.22,76612.13,13052728.77,119680.68,1960-08-01,701
2020-03-01,Vários,Vários,Capitao,19457.55,19457.55,14952.05,14952.05,2018-01-01,1
2020-03-01,Vários,Vários,Coronel,41109.09,41109.09,33521.48,33521.48,1996-08-01,1
2020-03-01,Vários,Vários,Major,25719.06,25719.06,19132.40,19132.40,1990-03-28,1
2020-03-01,Vários,Vários,Primeiro-Tenente,388079.24,29194.25,321883.39,25457.31,1977-05-01,18
2020-03-01,Vários,Vários,Segundo-Sargento,80372.43,13833.00,72312.32,12769.16,1965-10-01,8
2020-03-01,Vários,Vários,Segundo-Tenente,514680.30,26631.65,428131.38,22394.18,1978-08-01,31
2020-03-01,Vários,Vários,Terceiro-Sargento,35639.41,10059.74,32933.21,9496.66,1966-12-01,5
2020-03-01,Vários,Vários,Vários,15581498.26,100798.24,12757318.99,74897.05,1942-08-01,670
2020-04-01,Companheiro (a),Comando da Aeronáutica,Aspirante-a-Oficial,9948.40,9948.40,7303.01,7303.01,2008-04-26,1
2020-04-01,Companheiro (a),Comando da Aeronáutica,Brigadeiro,710352.05,26603.70,509730.74,18597.58,1991-11-25,44
2020-04-01,Companheiro (a),Comando da Aeronáutica,Cabo (engajado),184966.52,4360.82,161063.04,3650.78,1967-10-16,66
2020-04-01,Companheiro (a),Comando da Aeronáutica,Capitao,536891.59,17558.42,401129.84,14422.71,1994-10-15,46
2020-04-01,Companheiro (a),Comando da Aeronáutica,Coronel,657522.46,24276.12,477161.22,19053.84,1992-12-20,44
2020-04-01,Companheiro (a),Comando da Aeronáutica,Major,734162.00,41342.59,576347.50,56789.50,1993-12-03,50
2020-04-01,Companheiro (a),Comando da Aeronáutica,Major-Brigadeiro,670570.87,28406.40,494054.85,23810.95,1997-09-14,42
2020-04-01,Companheiro (a),Comando da Aeronáutica,Marechal-do-Ar,609384.57,32802.80,445320.39,27076.23,1993-12-03,27
2020-04-01,Companheiro (a),Comando da Aeronáutica,Primeiro-Sargento,561593.94,9759.74,462921.48,8133.71,1983-03-05,102
2020-04-01,Companheiro (a),Comando da Aeronáutica,Primeiro-Tenente,2849004.53,29266.80,2228566.14,41776.88,1971-11-23,287
2020-04-01,Companheiro (a),Comando da Aeronáutica,Segundo-Sargento,874799.90,14310.00,725064.28,12550.40,1977-09-10,161
2020-04-01,Companheiro (a),Comando da Aeronáutica,Segundo-Tenente,4673683.95,24717.00,3655622.02,18423.13,1985-01-30,546
2020-04-01,Companheiro (a),Comando da Aeronáutica,Soldado de 1ª Classe,36086.69,2877.74,31774.69,2556.04,2001-05-12,14
2020-04-01,Companheiro (a),Comando da Aeronáutica,Soldado de 1ª Classe/ 2ª Classe,72093.79,6217.24,65691.69,7302.57,1996-09-01,33
2020-04-01,Companheiro (a),Comando da Aeronáutica,Soldado-Recruta/Soldado de 2ª Classe,2350.04,1250.48,2096.26,1115.44,2009-07-01,2
2020-04-01,Companheiro (a),Comando da Aeronáutica,Suboficial,1405593.56,19000.52,1145103.28,23629.66,1979-05-20,213
2020-04-01,Companheiro (a),Comando da Aeronáutica,Taifeiro de 1ª Classe,10475.21,3371.25,9343.96,3007.17,1996-07-07,7
2020-04-01,Companheiro (a),Comando da Aeronáutica,Taifeiro de 2ª Classe,4824.58,2961.40,4229.89,2586.27,1995-11-16,3
2020-04-01,Companheiro (a),Comando da Aeronáutica,Taifeiro-Mor,15779.63,3835.42,13730.55,3237.42,1993-12-03,7
2020-04-01,Companheiro (a),Comando da Aeronáutica,Tenente-Brigadeiro-do-Ar,251242.94,29574.71,186258.43,25354.16,2000-01-19,13
2020-04-01,Companheiro (a),Comando da Aeronáutica,Tenente-Coronel,727444.24,23625.00,552165.70,20717.90,1987-11-11,58
2020-04-01,Companheiro (a),Comando da Aeronáutica,Terceiro-Sargento,836434.07,11704.48,705758.53,10341.38,1990-05-10,197
2020-04-01,Companheiro (a),Comando da Aeronáutica,Vários,17265.68,9569.78,15252.15,8467.77,1993-12-03,2
2020-04-01,Companheiro (a),Comando da Marinha,Almirante,115350.41,27351.95,83967.55,18928.49,1979-10-01,7
2020-04-01,Companheiro (a),Comando da Marinha,Almirante-de-Esquadra,238681.35,27242.54,174929.61,21099.91,2000-10-01,16
2020-04-01,Companheiro (a),Comando da Marinha,Cabo (engajado),541321.63,4308.28,477758.70,3899.00,1970-12-01,206
2020-04-01,Companheiro (a),Comando da Marinha,Capitao-de-Corveta,286582.02,20956.32,221331.08,18588.26,1979-01-01,24
2020-04-01,Companheiro (a),Comando da Marinha,Capitao-de-Fragata,379963.73,21567.60,279710.12,15580.08,1986-08-01,31
2020-04-01,Companheiro (a),Comando da Marinha,Capitao-de-Mar-e-Guerra,358245.82,23058.42,273053.67,21963.15,1992-08-01,25
2020-04-01,Companheiro (a),Comando da Marinha,Capitao-Tenente,242421.03,34652.88,189592.48,29491.40,1985-09-01,22
